busco_id	scf	length	assignment	assignment_group	fction
33009at50557	NODE_2995:6013-20819	355	A	A-L	carboxylesterase 5A
33009at50557	NODE_2371:16411-20834	340	L	A-L	carboxylesterase 5A
33043at50557	NODE_18632:2084-4941	543	A	A-L-L	transducin beta-like protein 3
33043at50557	NODE_16278:3136-5852	543	L	A-L-L	transducin beta-like protein 3
33043at50557	NODE_706:4773-15245	537	L	A-L-L	transducin beta-like protein 3
33226at50557	NODE_7221:2802-11463	399	A	A-L	5-aminolevulinate synthase
33226at50557	NODE_4460:666-8236	351	L	A-L	5-aminolevulinate synthase
33297at50557	NODE_7252:136-3404	594	A	A	pre-rRNA-processing protein TSR1 homolog
33399at50557	NODE_348:2300-10325	448	A	A	Ankyrin repeat-containing domain
33426at50557	NODE_4520:2789-5485	512	X	X	integrator complex subunit 11
33572at50557	NODE_85:55128-67220	457	A	A	menin
33894at50557	NODE_8670:838-3289	335	L	A-L	endoplasmic reticulum lectin 1
33894at50557	NODE_8451:2676-5342	371	A	A-L	endoplasmic reticulum lectin 1
34006at50557	NODE_4271:19529-21872	413	A	A	gastrulation defective protein 1 homolog
34007at50557	NODE_3711:16301-19015	319	A	A	rab5 GDP/GTP exchange factor
34505at50557	NODE_4520:13695-16845	451	X	L-X	digestive organ expansion factor homolog
34505at50557	NODE_5:58590-61363	451	L	L-X	digestive organ expansion factor homolog
34630at50557	NODE_2009:29957-31943	355	L	A-L	probable tRNA (uracil-O(2)-)-methyltransferase
34630at50557	NODE_13689:2586-4986	329	A	A-L	probable tRNA (uracil-O(2)-)-methyltransferase
34658at50557	NODE_2346:626-3942	471	A	A	pseudouridylate synthase 7 homolog
34685at50557	NODE_1108:43532-47502	783	A	A	mediator of RNA polymerase II transcription subunit 24
34936at50557	NODE_12688:306-3917	483	A	A	Elongator complex protein 3
35287at50557	NODE_35281:291-1673	234	A	A	EGF domain-specific O-linked N-acetylglucosamine transferase
35300at50557	NODE_2635:11195-13594	444	X	X	mitochondrial import receptor subunit TOM70
35377at50557	NODE_21431:1-2125	372	A	A	Sorting nexin
35385at50557	NODE_1773:9267-11660	525	X	L-X	ATP-dependent RNA helicase abstrakt
35385at50557	NODE_374:8546-10683	525	L	L-X	ATP-dependent RNA helicase abstrakt
35526at50557	NODE_9171:2155-10819	328	X	X	putative zinc metalloproteinase YIL108W
35768at50557	NODE_26691:1-2621	516	X	L-X	protein VAC14 homolog
35768at50557	NODE_2:119515-124682	550	L	L-X	protein VAC14 homolog
35806at50557	NODE_17159:2430-5005	430	A	A	histone H4 transcription factor
35897at50557	NODE_16085:206-4659	549	A	A	armadillo repeat-containing protein 4
35930at50557	NODE_6994:5896-10508	433	A	A	28S ribosomal protein S30, mitochondrial
36185at50557	NODE_21028:466-2805	507	A	A	Nucleolar GTP-binding protein 2
36323at50557	NODE_20971:2307-4255	405	A	A	protein misato
36357at50557	NODE_7737:8985-11095	343	A	A	twinkle protein, mitochondrial
36552at50557	NODE_1705:16904-30236	398	L	A-L	threonylcarbamoyladenosine tRNA methylthiotransferase
36552at50557	NODE_2460:24190-29795	431	A	A-L	threonylcarbamoyladenosine tRNA methylthiotransferase
37042at50557	NODE_6:207646-210664	417	L	A-L	G patch domain-containing protein 1 homolog
37042at50557	NODE_25688:1-3217	338	A	A-L	G patch domain-containing protein 1 homolog
37107at50557	NODE_2642:9926-25789	348	L	L	protein timeless homolog
37156at50557	NODE_1177:18969-21106	469	L	A-L-L	T-complex protein 1 subunit theta
37156at50557	NODE_3323:5607-7805	467	A	A-L-L	T-complex protein 1 subunit theta
37156at50557	NODE_660:25525-31000	422	L	A-L-L	T-complex protein 1 subunit theta
37233at50557	NODE_3123:18088-25299	448	A	A	protein lines
37243at50557	NODE_1436:37400-41296	405	A	A	protein MCM10 homolog
37280at50557	NODE_5507:3611-12175	534	X	X	Zinc finger, PHD-type
37475at50557	NODE_10759:354-4567	584	A	A	intraflagellar transport protein 80 homolog
37606at50557	NODE_14273:1-2372	360	A	A	vesicular inhibitory amino acid transporter
37657at50557	NODE_42585:1-1240	279	A	A	Sorting nexin-27
37700at50557	NODE_1247:7066-29041	501	A	A	WD40-repeat-containing domain
37850at50557	NODE_7378:1140-3728	617	A	A	exocyst complex component 3
37947at50557	NODE_12321:1-2775	389	A	A	pentatricopeptide repeat-containing protein 1, mitochondrial
37947at50557	NODE_5376:11825-15115	380	NA	A	pentatricopeptide repeat-containing protein 1, mitochondrial
38285at50557	NODE_607:4796-14456	380	L	L-L	general transcription factor IIH subunit 1
38285at50557	NODE_2651:8228-14808	422	L	L-L	general transcription factor IIH subunit 1
38364at50557	NODE_25991:415-3077	453	A	A	pescadillo homolog
38406at50557	NODE_2568:8968-13078	461	X	X	putative aldehyde dehydrogenase family 7 member A1 homolog
38523at50557	NODE_26570:1-2607	241	A	A	uncharacterized protein LOC101457502
38626at50557	NODE_3592:21251-24233	335	A	A	ceramide glucosyltransferase
38815at50557	NODE_748:45953-50828	736	L	L	acyl-CoA dehydrogenase family member 9, mitochondrial
38891at50557	NODE_36742:763-1719	188	A	A	CWF19-like protein 1
39005at50557	NODE_26588:1-3004	391	A	A-L	THO complex subunit 1
39005at50557	NODE_295:8446-11153	382	L	A-L	THO complex subunit 1
39032at50557	NODE_785:39810-42582	352	L	L-L	Ubiquitinyl hydrolase 1
39032at50557	NODE_188:85731-89386	348	L	L-L	Ubiquitinyl hydrolase 1
39392at50557	NODE_62:30472-39434	451	L	A-L-L	NEDD8-activating enzyme E1 regulatory subunit
39392at50557	NODE_173:77214-79544	461	L	A-L-L	NEDD8-activating enzyme E1 regulatory subunit
39392at50557	NODE_4817:13160-16150	461	A	A-L-L	NEDD8-activating enzyme E1 regulatory subunit
39429at50557	NODE_9316:126-4350	118	L	L	Immunoglobulin-like domain
39740at50557	NODE_1269:38861-42757	416	L	L-L-X	protein penguin
39740at50557	NODE_5149:1-2188	389	X	L-L-X	protein penguin
39740at50557	NODE_2344:7711-13850	405	L	L-L-X	protein penguin
39871at50557	NODE_15253:1-3835	280	A	A	transcription factor Ken
39938at50557	NODE_5740:5247-15786	402	A	A	Nicalin
40115at50557	NODE_1542:22034-24572	409	X	X	WD40 repeat
40260at50557	NODE_616:9616-33147	253	L	L	Muscle LIM protein Mlp84B
40442at50557	NODE_16729:1080-4020	388	A	A-L	BTB/POZ domain-containing protein 17
40442at50557	NODE_1726:17499-27663	386	L	A-L	BTB/POZ domain-containing protein 17
40757at50557	NODE_427:50435-55664	433	L	A-L	Actin-related protein 8
40757at50557	NODE_4699:3583-7325	452	A	A-L	Actin-related protein 8
41050at50557	NODE_9124:435-11383	413	A	A	Leucine-rich repeat
41065at50557	NODE_2533:18565-21990	417	A	A	dnaJ homolog subfamily C member 3
41272at50557	NODE_172:3899-9245	286	L	L	Nuclear hormone receptor
41390at50557	NODE_13063:3698-7365	149	X	X	nuclear hormone receptor HR78 isoform X1
41499at50557	NODE_4311:13955-21699	582	A	A-L	FACT complex subunit SSRP1
41499at50557	NODE_58:121593-124551	550	L	A-L	FACT complex subunit SSRP1
41512at50557	NODE_16418:22-5978	640	A	A-L	staphylococcal nuclease domain-containing protein 1
41512at50557	NODE_139:39132-50509	658	L	A-L	staphylococcal nuclease domain-containing protein 1
41520at50557	NODE_10407:3244-5815	377	X	X	DNA-directed RNA polymerase III subunit RPC3
41605at50557	NODE_1927:28183-31211	344	L	L	RNA polymerase I-specific transcription initiation factor RRN3
41755at50557	NODE_1335:18911-21400	363	L	A-L	2-phosphoxylose phosphatase 1
41755at50557	NODE_6031:10914-14927	362	A	A-L	2-phosphoxylose phosphatase 1
41766at50557	NODE_125:75106-78863	444	L	L-X	uncharacterized F-box/LRR-repeat protein C02F5.7 isoform X1
41766at50557	NODE_2227:14527-18367	444	X	L-X	uncharacterized F-box/LRR-repeat protein C02F5.7 isoform X1
41868at50557	NODE_4110:2806-6229	252	X	X	uncharacterized protein LOC108026435
41892at50557	NODE_11564:1-3765	580	A	A	engulfment and cell motility protein 1
41907at50557	NODE_1199:22738-25979	391	A	A	General transcription factor IIH subunit 4
42026at50557	NODE_592:50150-52361	422	L	A-L	uncharacterized aarF domain-containing protein kinase 1
42026at50557	NODE_13997:1265-3495	409	A	A-L	uncharacterized aarF domain-containing protein kinase 1
42153at50557	NODE_15432:2346-5643	512	A	A-L	Major facilitator superfamily domain-containing protein 6
42153at50557	NODE_10:114952-120584	513	L	A-L	Major facilitator superfamily domain-containing protein 6
42193at50557	NODE_16969:3251-5495	427	A	A-L	peptidyl-prolyl cis-trans isomerase-like 2
42193at50557	NODE_770:1-7385	406	L	A-L	peptidyl-prolyl cis-trans isomerase-like 2
42255at50557	NODE_980:24954-30013	358	L	A-L	lysophospholipid acyltransferase 5
42255at50557	NODE_6760:12432-14880	358	A	A-L	lysophospholipid acyltransferase 5
42324at50557	NODE_14154:503-3027	135	A	A	Zinc finger C2H2 superfamily
42371at50557	NODE_2768:1503-7375	450	A	A	WD40-repeat-containing domain
42415at50557	NODE_4084:1736-3783	410	X	X	splicing factor 3A subunit 3
42556at50557	NODE_7987:6356-8743	403	A	A	Coatomer subunit delta
42594at50557	NODE_209:64204-80010	352	L	A-L	Cytochrome b5-like heme/steroid binding domain
42594at50557	NODE_10134:1-9400	297	A	A-L	Cytochrome b5-like heme/steroid binding domain
42648at50557	NODE_11777:2416-8495	347	A	A	Leucine-rich repeat
42720at50557	NODE_727:47423-51092	547	L	L	calcium homeostasis endoplasmic reticulum protein
42752at50557	NODE_1164:10764-16368	280	X	L-X	Ankyrin repeat-containing domain
42752at50557	NODE_255:57974-69099	248	L	L-X	Ankyrin repeat-containing domain
42982at50557	NODE_857:15152-17734	344	L	A-L	RUN domain-containing protein 1
42982at50557	NODE_17876:1-3835	369	A	A-L	RUN domain-containing protein 1
43010at50557	NODE_3265:8005-14025	390	X	X	RUN and FYVE domain-containing protein 2 isoform X1
43121at50557	NODE_5625:8073-10439	431	X	X	WD40-repeat-containing domain
43141at50557	NODE_1681:33081-37522	308	L	L	Sugar phosphate exchanger 2
43304at50557	NODE_1414:12514-15366	363	L	A-L	ATP-dependent RNA helicase DDX24
43304at50557	NODE_5015:4456-7162	362	A	A-L	ATP-dependent RNA helicase DDX24
43374at50557	NODE_5884:7406-16330	397	A	A	V-type proton ATPase subunit H
43508at50557	NODE_5910:8061-16221	381	L	L	Zinc finger, RING/FYVE/PHD-type
43553at50557	NODE_32:101825-108186	337	L	L	WD40-repeat-containing domain
43564at50557	NODE_55:93317-101560	302	L	A-L	Voltage-gated potassium channel
43564at50557	NODE_26420:421-2185	302	A	A-L	Voltage-gated potassium channel
43679at50557	NODE_6246:10950-14632	506	A	A	anaphase-promoting complex subunit 5
43719at50557	NODE_3062:18200-23083	336	X	X	WD40-repeat-containing domain
43881at50557	NODE_1756:26576-29178	464	NA	A-Lc	protein RFT1 homolog
43881at50557	NODE_10586:6606-9110	451	Lc	A-Lc	protein RFT1 homolog
43881at50557	NODE_5213:15212-18408	458	A	A-Lc	protein RFT1 homolog
43931at50557	NODE_16900:276-3190	551	X	X	protein SDA1 homolog
43942at50557	NODE_7602:3731-7005	352	NA	L	dynactin subunit 4
43942at50557	NODE_14296:3306-6774	337	L	L	dynactin subunit 4
44088at50557	NODE_1451:8253-14573	468	A	A	nuclear pore complex protein Nup85
44122at50557	NODE_371:1166-3575	346	X	X	Protoporphyrinogen oxidase
44226at50557	NODE_20871:307-2193	470	X	X	negative elongation factor B
44288at50557	NODE_221:62207-64099	397	X	L-X	60S ribosomal export protein NMD3
44288at50557	NODE_79:69246-75257	395	L	L-X	60S ribosomal export protein NMD3
44720at50557	NODE_3432:7669-9752	410	X	X	puff-specific protein Bx42
44960at50557	NODE_22920:428-2362	353	A	A	KDEL motif-containing protein 1
45196at50557	NODE_10320:4927-8735	385	A	A	intraflagellar transport protein 56
45204at50557	NODE_1895:17010-26044	297	L	L	polycomb protein Scm
45272at50557	NODE_4721:360-8365	453	X	X	sphingosine-1-phosphate lyase
45419at50557	NODE_19801:1040-4654	492	A	A	B-cell lymphoma/leukemia 11A
45452at50557	NODE_8012:1215-4305	367	A	A	sorting nexin-2
45491at50557	NODE_45:13743-53391	483	L	L	Amyloidogenic glycoprotein
45533at50557	NODE_125:28791-32313	365	L	L-Lc-X	tRNA (guanine(10)-N2)-methyltransferase homolog
45533at50557	NODE_18999:1-4255	350	X	L-Lc-X	tRNA (guanine(10)-N2)-methyltransferase homolog
45533at50557	NODE_8365:1114-10415	321	Lc	L-Lc-X	tRNA (guanine(10)-N2)-methyltransferase homolog
45670at50557	NODE_658:6116-14771	456	L	A-L-L	signal recognition particle receptor subunit alpha homolog
45670at50557	NODE_13756:4072-6815	483	A	A-L-L	signal recognition particle receptor subunit alpha homolog
45670at50557	NODE_619:4933-13390	520	L	A-L-L	signal recognition particle receptor subunit alpha homolog
45914at50557	NODE_3868:1-14775	309	L	A-L	putative RNA exonuclease NEF-sp
45914at50557	NODE_2655:9055-23401	349	A	A-L	putative RNA exonuclease NEF-sp
45935at50557	NODE_5519:5830-9355	438	A	A	serine proteinase stubble
45940at50557	NODE_1922:21919-25757	499	X	L-X	protein sel-1 homolog 1
45940at50557	NODE_198:36448-47092	502	L	L-X	protein sel-1 homolog 1
45990at50557	NODE_26809:98-2759	365	A	A	Phosphoacetylglucosamine mutase
46367at50557	NODE_6252:4456-14245	356	A	A-L-L	protein scabrous
46367at50557	NODE_326:34587-45020	353	L	A-L-L	protein scabrous
46367at50557	NODE_101:104851-108770	361	L	A-L-L	protein scabrous
46514at50557	NODE_7302:7848-9855	439	L	A-L-L	Signal recognition particle 54 kDa protein
46514at50557	NODE_6950:686-2694	439	A	A-L-L	Signal recognition particle 54 kDa protein
46514at50557	NODE_18700:2017-3875	405	L	A-L-L	Signal recognition particle 54 kDa protein
46658at50557	NODE_2866:16532-24672	372	A	A-L	putative ATP-dependent RNA helicase me31b
46658at50557	NODE_1010:1414-10935	372	L	A-L	putative ATP-dependent RNA helicase me31b
46888at50557	NODE_301:10863-19215	467	L	L	collagen type IV alpha-3-binding protein
46918at50557	NODE_553:35047-46891	266	L	A-L	serrate RNA effector molecule homolog isoform X1
46918at50557	NODE_16412:1044-5680	267	A	A-L	serrate RNA effector molecule homolog isoform X1
46955at50557	NODE_5581:3384-5735	367	A	A	mini-chromosome maintenance complex-binding protein
46968at50557	NODE_5731:12991-16353	474	L	L-X	MAU2 chromatid cohesion factor homolog
46968at50557	NODE_834:38395-42423	476	X	L-X	MAU2 chromatid cohesion factor homolog
47100at50557	NODE_137:65799-69440	387	Lc	A-Lc	Rab GDP dissociation inhibitor
47100at50557	NODE_6678:1517-9165	387	A	A-Lc	Rab GDP dissociation inhibitor
47233at50557	NODE_15002:1-5100	378	X	L-X	DET1 homolog
47233at50557	NODE_6523:5960-13145	377	L	L-X	DET1 homolog
47258at50557	NODE_9167:24-3911	565	X	X	splicing factor 3A subunit 1
47269at50557	NODE_1556:1-15384	328	A	A	COP9 signalosome complex subunit 3
47270at50557	NODE_2749:8672-15295	348	A	A	N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein
47330at50557	NODE_23645:1259-3575	380	X	X	chondroitin sulfate synthase 2
47489at50557	NODE_890:27739-38877	485	L	L	tRNA-dihydrouridine(20) synthase
47520at50557	NODE_1393:25099-30041	240	L	L-X	Zinc finger, CCCH-type
47520at50557	NODE_9654:18-10585	240	X	L-X	Zinc finger, CCCH-type
48053at50557	NODE_11742:6440-8685	415	A	A	pre-mRNA-processing factor 19
48126at50557	NODE_40:96493-97663	207	L	L	rRNA adenine N(6)-methyltransferase
48331at50557	NODE_3625:1708-4234	376	X	L-X	pyruvate dehydrogenase
48331at50557	NODE_851:38464-40494	375	L	L-X	pyruvate dehydrogenase
48378at50557	NODE_6030:10483-15745	376	X	X	kanadaptin
48450at50557	NODE_1947:613-10638	392	A	A	Eukaryotic translation initiation factor 3 subunit L
48837at50557	NODE_939:2102-6425	364	A	A	PDZ domain
48864at50557	NODE_1402:25004-27636	337	L	L-X	rabenosyn-5
48864at50557	NODE_960:1276-6685	343	X	L-X	rabenosyn-5
48986at50557	NODE_6518:8195-14818	395	X	X	protein GPR107
49092at50557	NODE_10234:5489-8165	410	A	A	mitochondrial-processing peptidase subunit alpha
49139at50557	NODE_765:20250-31034	452	L	A-L	E3 UFM1-protein ligase 1 homolog
49139at50557	NODE_4763:5216-8503	575	A	A-L	E3 UFM1-protein ligase 1 homolog
49306at50557	NODE_17919:349-4085	374	A	A	O-acyltransferase WSD1, C-terminal
49370at50557	NODE_1747:21601-23718	474	A	A	U4/U6 small nuclear ribonucleoprotein Prp4
49600at50557	NODE_8191:11335-12868	237	L	A-L	epsilon-sarcoglycan isoform X1
49600at50557	NODE_25399:436-3109	259	A	A-L	epsilon-sarcoglycan isoform X1
49665at50557	NODE_11471:2206-7506	353	A	A	nuclear protein localization protein 4 homolog
49780at50557	NODE_14112:15-6712	422	A	A-A	putative RNA-binding protein 15
49780at50557	NODE_3828:11904-18972	440	A	A-A	putative RNA-binding protein 15
50275at50557	NODE_19868:639-3386	323	A	A	junctophilin-1 isoform X1
50478at50557	NODE_359:20064-22723	336	X	X	probable phenylalanine--tRNA ligase, mitochondrial
50493at50557	NODE_5293:6346-12837	297	L	L-L	vacuolar fusion protein MON1 homolog A
50493at50557	NODE_440:34793-36810	334	L	L-L	vacuolar fusion protein MON1 homolog A
50572at50557	NODE_12718:1-6655	336	L	A-L-L	mitochondrial chaperone BCS1
50572at50557	NODE_1444:456-7614	328	L	A-L-L	mitochondrial chaperone BCS1
50572at50557	NODE_38424:43-1536	305	A	A-L-L	mitochondrial chaperone BCS1
50585at50557	NODE_9160:5137-7195	324	A	A	PRKCA-binding protein isoform X1
50587at50557	NODE_14335:575-4455	389	X	X	TBC1 domain family member 22B
50853at50557	NODE_156:93098-96229	363	L	A-L-L	hydroxymethylglutaryl-CoA synthase 1
50853at50557	NODE_300:75153-76821	363	A	A-L-L	hydroxymethylglutaryl-CoA synthase 1
50853at50557	NODE_18878:547-3455	360	L	A-L-L	hydroxymethylglutaryl-CoA synthase 1
51049at50557	NODE_117:68301-78089	228	L	L	fumarylacetoacetase
51073at50557	NODE_4334:12419-18557	246	X	X	mRNA cap guanine-N7 methyltransferase
51335at50557	NODE_3614:1606-10166	243	L	L	transcriptional enhancer factor TEF-1 isoform X1
51542at50557	NODE_2159:28553-33421	284	A	A-L	Origin recognition complex subunit 4
51542at50557	NODE_89:97845-101651	321	L	A-L	Origin recognition complex subunit 4
51637at50557	NODE_4022:17210-22474	394	X	X	PDZ domain-containing protein 8
51851at50557	NODE_4:238707-246294	408	L	A-L	probable 26S proteasome non-ATPase regulatory subunit 3
51851at50557	NODE_15572:1693-3495	400	A	A-L	probable 26S proteasome non-ATPase regulatory subunit 3
51947at50557	NODE_5412:6357-18025	313	A	A	Neurotransmitter-gated ion-channel
52049at50557	NODE_736:19266-25370	366	A	A	zinc finger MYND domain-containing protein 10
52437at50557	NODE_836:24762-30803	322	L	A-L	UPF0183 protein CG7083
52437at50557	NODE_2411:12481-24958	338	A	A-L	UPF0183 protein CG7083
52579at50557	NODE_27340:426-2225	395	A	A	Vang-like protein
52631at50557	NODE_7038:2001-10185	289	X	X	Branched-chain-amino-acid aminotransferase
52636at50557	NODE_200:35261-37188	376	L	L-L	translation initiation factor eIF-2B subunit gamma
52636at50557	NODE_481:47746-49868	363	L	L-L	translation initiation factor eIF-2B subunit gamma
52688at50557	NODE_1304:34992-39991	361	L	A-L-L	neurotactin
52688at50557	NODE_27970:1-2809	335	L	A-L-L	neurotactin
52688at50557	NODE_2076:5663-16676	362	A	A-L-L	neurotactin
52703at50557	NODE_4817:4016-7752	351	A	A-L	actin-related protein 3
52703at50557	NODE_7891:6177-10815	351	L	A-L	actin-related protein 3
52845at50557	NODE_13706:906-4499	326	A	A-L	ran GTPase-activating protein 1
52845at50557	NODE_621:1379-4135	322	L	A-L	ran GTPase-activating protein 1
52925at50557	NODE_22819:336-3199	347	A	A	H/ACA ribonucleoprotein complex subunit 4
53123at50557	NODE_409:51213-56147	220	L	L	vacuolar protein sorting-associated protein 26B-like
53250at50557	NODE_9375:3250-7026	360	L	A-L	Eukaryotic translation initiation factor 2A
53250at50557	NODE_2340:17139-21432	389	A	A-L	Eukaryotic translation initiation factor 2A
53261at50557	NODE_17462:2502-5018	433	A	A	SUMO-activating enzyme subunit 2
53388at50557	NODE_6127:1-3995	348	L	L-L-X	multifunctional protein ADE2
53388at50557	NODE_90:8730-17441	348	L	L-L-X	multifunctional protein ADE2
53388at50557	NODE_1343:14255-19910	348	X	L-L-X	multifunctional protein ADE2
53583at50557	NODE_3913:9480-11349	358	L	L-L-X	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
53583at50557	NODE_3714:8486-10280	358	X	L-L-X	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
53583at50557	NODE_15779:156-1994	354	L	L-L-X	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
53875at50557	NODE_39018:130-1511	208	A	A	DNA fragmentation factor subunit beta
53938at50557	NODE_4975:15142-18105	463	A	A	Mannosyltransferase
54056at50557	NODE_12:121219-132586	281	L	L	myb protein
54067at50557	NODE_3776:9787-20803	422	A	A	Ras guanine nucleotide exchange factor domain superfamily
54419at50557	NODE_4449:17456-20154	356	A	A	equilibrative nucleoside transporter 4
54603at50557	NODE_17471:24-4216	473	A	A-L	leucine-rich repeat protein soc-2 homolog
54603at50557	NODE_32:85795-95172	473	L	A-L	leucine-rich repeat protein soc-2 homolog
54757at50557	NODE_1444:20607-29960	223	L	L-X	Hedgehog protein
54757at50557	NODE_2617:14857-29596	232	X	L-X	Hedgehog protein
54898at50557	NODE_13921:526-2907	329	A	A	COP9 signalosome complex subunit 4
55062at50557	NODE_4577:2716-4064	282	A	A	Signal recognition particle subunit SRP68
55303at50557	NODE_14799:426-5488	333	A	A-L	pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1
55303at50557	NODE_1927:31327-33258	336	L	A-L	pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1
55309at50557	NODE_3923:19416-23203	242	A	A	protoheme IX farnesyltransferase, mitochondrial
55628at50557	NODE_5372:10262-13240	436	A	A-L	coiled-coil domain-containing protein 22 homolog
55628at50557	NODE_104:4881-8055	389	L	A-L	coiled-coil domain-containing protein 22 homolog
55692at50557	NODE_2315:12238-14244	325	A	A	Eukaryotic translation initiation factor 3 subunit E
55720at50557	NODE_2172:1926-9385	319	L	L	Arginyl-tRNA--protein transferase 1
55830at50557	NODE_18155:436-3646	301	X	X	U3 small nucleolar RNA-interacting protein 2
55950at50557	NODE_3724:10670-17093	447	A	A	beta-catenin-like protein 1
56026at50557	NODE_13045:543-2380	386	A	A	Transcription initiation factor TFIID subunit 6
56099at50557	NODE_3673:19122-24226	396	X	L-X	DDB1- and CUL4-associated factor 13
56099at50557	NODE_189:84836-86971	396	L	L-X	DDB1- and CUL4-associated factor 13
56276at50557	NODE_24173:374-2535	343	A	A	glutaryl-CoA dehydrogenase, mitochondrial
56752at50557	NODE_819:40271-43570	353	L	L	WD40-repeat-containing domain
56796at50557	NODE_27065:96-2806	306	A	A	Heparan-sulfate 6-O-sulfotransferase
56896at50557	NODE_581:35930-40696	552	L	L	integrator complex subunit 8
56943at50557	NODE_17526:455-5265	341	L	A-L-L	ubiquitin carboxyl-terminal hydrolase CYLD isoform X1
56943at50557	NODE_2244:9020-12801	271	L	A-L-L	ubiquitin carboxyl-terminal hydrolase CYLD isoform X1
56943at50557	NODE_22759:936-3350	329	A	A-L-L	ubiquitin carboxyl-terminal hydrolase CYLD isoform X1
57149at50557	NODE_29856:139-2385	211	A	A-L	zinc finger CCHC domain-containing protein 8 homolog
57149at50557	NODE_169:56926-59200	194	L	A-L	zinc finger CCHC domain-containing protein 8 homolog
57153at50557	NODE_1217:14072-33991	184	A	A-L-L	EF-hand domain
57153at50557	NODE_2544:14656-30433	183	L	A-L-L	EF-hand domain
57153at50557	NODE_315:52130-64046	191	L	A-L-L	EF-hand domain
57156at50557	NODE_7850:10624-12942	398	A	A	stress-induced-phosphoprotein 1
57181at50557	NODE_32021:1-2075	335	A	A	DNA mismatch repair protein Mlh1
57218at50557	NODE_10024:177-3235	368	A	A-L	homogentisate 1,2-dioxygenase
57218at50557	NODE_9797:8330-10668	367	L	A-L	homogentisate 1,2-dioxygenase
57320at50557	NODE_25488:1015-2205	308	X	X	beclin-1-like protein
57373at50557	NODE_2577:24584-30051	359	L	L-L-L-X-X	protein lin-9 homolog
57373at50557	NODE_2577:17186-24183	360	L	L-L-L-X-X	protein lin-9 homolog
57373at50557	NODE_3173:22693-25852	360	X	L-L-L-X-X	protein lin-9 homolog
57373at50557	NODE_3173:13885-21162	356	X	L-L-L-X-X	protein lin-9 homolog
57373at50557	NODE_3240:7126-12327	346	L	L-L-L-X-X	protein lin-9 homolog
57388at50557	NODE_5580:5856-13387	365	X	X	Otopetrin
57602at50557	NODE_936:78-6582	47	L	L-L	Proline-rich AKT1 substrate 1 protein
57602at50557	NODE_6091:8436-12488	67	L	L-L	Proline-rich AKT1 substrate 1 protein
57613at50557	NODE_1341:27954-31786	333	X	X	Actin-related protein 2
57745at50557	NODE_19743:1-4225	173	X	X	Acyl-coenzyme A
57752at50557	NODE_851:43480-47120	365	L	L-X	pleiotropic regulator 1
57752at50557	NODE_22741:146-3157	368	X	L-X	pleiotropic regulator 1
57761at50557	NODE_9059:7028-10317	415	A	A	U4/U6 small nuclear ribonucleoprotein Prp31
57786at50557	NODE_4190:3163-10792	321	L	L-X	Winged helix-like DNA-binding domain superfamily
57786at50557	NODE_1201:20256-29831	316	X	L-X	Winged helix-like DNA-binding domain superfamily
57791at50557	NODE_11460:1617-8865	450	A	A	probable ATP-dependent RNA helicase Dbp73D
57812at50557	NODE_3917:1314-17225	347	X	X	Zinc finger C2H2 superfamily
57980at50557	NODE_27830:1-2735	204	A	A	phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform isoform X1
57983at50557	NODE_41017:1-1350	247	A	A	adenosine 3-phospho 5-phosphosulfate transporter 1
58098at50557	NODE_9593:3936-8126	322	L	L	probable serine incorporator isoform X1
58189at50557	NODE_14686:971-5421	170	A	A	Uncharacterized protein, isoform A
58203at50557	NODE_22984:618-2478	337	A	A-L	26S proteasome regulatory subunit 7
58203at50557	NODE_2313:8869-15929	348	L	A-L	26S proteasome regulatory subunit 7
58206at50557	NODE_8679:8530-10645	335	A	A	Dual specificity mitogen-activated protein kinase kinase dSOR1
58363at50557	NODE_93:70147-72630	299	L	A-L-L	peroxisomal targeting signal 1 receptor
58363at50557	NODE_11415:6296-9001	276	L	A-L-L	peroxisomal targeting signal 1 receptor
58363at50557	NODE_11005:2888-5145	319	A	A-L-L	peroxisomal targeting signal 1 receptor
58479at50557	NODE_20419:1128-3585	358	A	A	DDB1- and CUL4-associated factor 12
58640at50557	NODE_3569:17168-20597	311	A	A	General transcription factor IIH subunit
58729at50557	NODE_12826:2786-6233	362	A	A	U3 small nucleolar RNA-associated protein 15 homolog
58906at50557	NODE_2420:21524-26284	304	X	L-L-X	Innexin
58906at50557	NODE_599:16089-29050	303	L	L-L-X	Innexin
58906at50557	NODE_5536:13492-18019	302	L	L-L-X	Innexin
58946at50557	NODE_30630:1-1825	256	A	A	methyltransferase-like protein 17, mitochondrial
58961at50557	NODE_10:22437-24328	340	L	A-L	DNA methyltransferase 1-associated protein 1
58961at50557	NODE_17409:126-2515	339	A	A-L	DNA methyltransferase 1-associated protein 1
59039at50557	NODE_38939:1-1395	208	Ac	Ac	chromosome transmission fidelity protein 18 homolog
